         16709981 function calls (15665525 primitive calls) in 593.557 seconds

   Ordered by: cumulative time, internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.077    0.077 /root/project/Soter/transformer/Models.py:25(__init__)
        1    0.001    0.001    0.076    0.076 /root/project/Soter/transformer/Models.py:31(_get_sinusoid_encoding_table)
        1    0.000    0.000    0.075    0.075 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/printing/__init__.py:1(<module>)
     9602    0.019    0.000    0.074    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/nn/modules/container.py:292(__getitem__)
697549/697072    0.072    0.000    0.073    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.073    0.073 /root/project/Soter/transformer/Models.py:38(<listcomp>)
      100    0.000    0.000    0.073    0.001 /root/project/Soter/transformer/Models.py:35(get_position_angle_vec)
      100    0.073    0.001    0.073    0.001 /root/project/Soter/transformer/Models.py:36(<listcomp>)
       66    0.000    0.000    0.072    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/sre_compile.py:759(compile)
    49610    0.070    0.000    0.070    0.000 {built-in method posix.waitpid}
      160    0.000    0.000    0.070    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/dataclasses.py:1010(wrap)
      160    0.003    0.000    0.070    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/dataclasses.py:807(_process_class)
        1    0.000    0.000    0.068    0.068 /root/project/Soter/transformer/Models.py:75(<listcomp>)
        4    0.000    0.000    0.068    0.017 /root/project/Soter/transformer/Layers.py:10(__init__)
480940/460777    0.059    0.000    0.067    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.067    0.067 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/backends/nvidia/driver.py:1(<module>)
        1    0.000    0.000    0.066    0.066 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/runtime/build.py:1(<module>)
       43    0.000    0.000    0.066    0.002 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/nn/modules/linear.py:93(__init__)
        1    0.000    0.000    0.066    0.066 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/higher_order_ops.py:3(<module>)
     3200    0.039    0.000    0.065    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/multiprocessing/util.py:433(_flush_std_streams)
       46    0.000    0.000    0.065    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/nn/init.py:335(xavier_uniform_)
        1    0.000    0.000    0.065    0.065 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/__init__.py:1(<module>)
       54    0.000    0.000    0.065    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/nn/init.py:14(_no_grad_uniform_)
     4829    0.008    0.000    0.065    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/emitter.py:232(expect_node)
        1    0.000    0.000    0.064    0.064 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/__init__.py:2(<module>)
       43    0.000    0.000    0.064    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/nn/modules/linear.py:106(reset_parameters)
       43    0.000    0.000    0.064    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/nn/init.py:407(kaiming_uniform_)
    13262    0.025    0.000    0.063    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/tokenize.py:429(_tokenize)
        1    0.000    0.000    0.061    0.061 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/printing/pycode.py:1(<module>)
  844/842    0.005    0.000    0.061    0.000 <frozen importlib._bootstrap>:890(_find_spec)
     2286    0.003    0.000    0.061    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/emitter.py:395(expect_block_mapping_key)
        1    0.000    0.000    0.061    0.061 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/printing/codeprinter.py:1(<module>)
        1    0.000    0.000    0.060    0.060 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/functions/__init__.py:1(<module>)
     1200    0.056    0.000    0.056    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
    12800    0.056    0.000    0.056    0.000 {method 'squeeze' of 'torch._C.TensorBase' objects}
     4800    0.056    0.000    0.056    0.000 {built-in method torch.arange}
   191300    0.056    0.000    0.056    0.000 {built-in method torch._C._has_torch_function_unary}
    12819    0.037    0.000    0.056    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/posixpath.py:334(normpath)
   260965    0.053    0.000    0.054    0.000 {built-in method __new__ of type object at 0x70d560}
    77600    0.053    0.000    0.053    0.000 {method 'untyped_storage' of 'torch._C.TensorBase' objects}
     9602    0.029    0.000    0.052    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/nn/modules/container.py:283(_get_abs_string_index)
     3265    0.037    0.000    0.052    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/logging/__init__.py:227(_releaseLock)
      843    0.001    0.000    0.051    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
       66    0.000    0.000    0.051    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/sre_parse.py:937(parse)
      464    0.001    0.000    0.051    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/basic.py:182(__init_subclass__)
   253/66    0.001    0.000    0.051    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/sre_parse.py:435(_parse_sub)
      843    0.002    0.000    0.050    0.000 <frozen importlib._bootstrap_external>:1367(_get_spec)
      465    0.020    0.000    0.050    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/assumptions.py:614(_prepare_class_assumptions)
   576/69    0.017    0.000    0.050    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/sre_parse.py:493(_parse)
   338424    0.050    0.000    0.050    0.000 {method 'items' of 'dict' objects}
      100    0.003    0.000    0.049    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/concurrent/futures/process.py:498(__init__)
    12801    0.049    0.000    0.049    0.000 {method 'unsqueeze' of 'torch._C.TensorBase' objects}
    29559    0.031    0.000    0.049    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/posixpath.py:71(join)
    67880    0.033    0.000    0.049    0.000 {method 'join' of 'str' objects}
      100    0.048    0.000    0.048    0.000 {built-in method torch._foreach_sqrt}
   246818    0.047    0.000    0.047    0.000 {built-in method torch.is_grad_enabled}
     4800    0.046    0.000    0.046    0.000 {method 'reciprocal' of 'torch._C.TensorBase' objects}
      654    0.002    0.000    0.045    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/dataclasses.py:375(_create_fn)
       41    0.000    0.000    0.045    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/runtime/jit.py:837(jit)
     1033    0.008    0.000    0.045    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
        8    0.000    0.000    0.045    0.006 /root/project/Soter/transformer/SubLayers.py:13(__init__)
       41    0.000    0.000    0.045    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/runtime/jit.py:865(decorator)
       41    0.001    0.000    0.045    0.001 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/runtime/jit.py:695(__init__)
       18    0.000    0.000    0.044    0.002 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/trace_rules.py:3330(add)
    43200    0.027    0.000    0.043    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/backends/__init__.py:37(__get__)
        5    0.000    0.000    0.043    0.009 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/__init__.py:74(load)
        5    0.000    0.000    0.043    0.009 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/constructor.py:47(get_single_data)
    12800    0.018    0.000    0.042    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/distributions/categorical.py:91(support)
        1    0.000    0.000    0.042    0.042 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/dist.py:1(<module>)
        6    0.000    0.000    0.042    0.007 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/trace_rules.py:3325(_recompile_re)
    12800    0.040    0.000    0.042    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/distributions/distribution.py:259(_extended_shape)
       86    0.000    0.000    0.041    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/inspect.py:970(getsourcelines)
        1    0.000    0.000    0.041    0.041 /root/project/Soter/cost_model.py:16(__init__)
        5    0.000    0.000    0.040    0.008 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/composer.py:29(get_single_node)
      160    0.000    0.000    0.040    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/dataclasses.py:996(dataclass)
        5    0.000    0.000    0.040    0.008 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/composer.py:50(compose_document)
    433/5    0.001    0.000    0.040    0.008 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/composer.py:63(compose_node)
        1    0.000    0.000    0.040    0.040 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/__init__.py:1(<module>)
   308160    0.039    0.000    0.039    0.000 {built-in method builtins.pow}
     3306    0.007    0.000    0.039    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/os.py:198(makedirs)
     41/4    0.000    0.000    0.039    0.010 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/composer.py:117(compose_mapping_node)
      200    0.004    0.000    0.039    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/autograd/profiler.py:687(__enter__)
        1    0.000    0.000    0.038    0.038 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/errors.py:1(<module>)
        1    0.000    0.000    0.037    0.037 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/__init__.py:1(<module>)
       82    0.003    0.000    0.037    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/inspect.py:959(getblock)
     1381    0.001    0.000    0.036    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/parser.py:94(check_event)
        1    0.000    0.000    0.036    0.036 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/_diagnostic.py:2(<module>)
        1    0.000    0.000    0.036    0.036 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/infra/__init__.py:1(<module>)
      200    0.001    0.000    0.035    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_ops.py:1047(__call__)
     1815    0.002    0.000    0.035    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/emitter.py:409(expect_block_mapping_simple_value)
        4    0.000    0.000    0.035    0.009 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/utils/_config_module.py:20(install_config_module)
    12800    0.020    0.000    0.034    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/autograd/grad_mode.py:135(__enter__)
      200    0.034    0.000    0.034    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
       89    0.000    0.000    0.034    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/multipledispatch/dispatcher.py:178(add)
        1    0.000    0.000    0.034    0.034 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:2(<module>)
        4    0.003    0.001    0.034    0.008 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/utils/_config_module.py:74(get_assignments_with_compile_ignored_comments)
       89    0.000    0.000    0.034    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/multipledispatch/dispatcher.py:222(reorder)
     57/6    0.000    0.000    0.034    0.006 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/composer.py:99(compose_sequence_node)
      100    0.000    0.000    0.033    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/concurrent/futures/process.py:163(__init__)
      100    0.002    0.000    0.033    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/multiprocessing/queues.py:36(__init__)
        1    0.000    0.000    0.032    0.032 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/language/standard.py:1(<module>)
     1815    0.005    0.000    0.032    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/emitter.py:437(check_simple_key)
     6312    0.028    0.000    0.031    0.000 <frozen importlib._bootstrap>:389(parent)
      100    0.031    0.000    0.031    0.000 {built-in method torch._foreach_addcmul_}
     3760    0.004    0.000    0.031    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/emitter.py:266(expect_scalar)
      400    0.002    0.000    0.031    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/multiprocessing/context.py:65(Lock)
        1    0.000    0.000    0.031    0.031 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/infra/formatter.py:1(<module>)
      200    0.005    0.000    0.031    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/autograd/profiler.py:693(__exit__)
        3    0.030    0.010    0.030    0.010 {built-in method _pickle.dump}
        1    0.000    0.000    0.030    0.030 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/__init__.py:4(<module>)
      500    0.013    0.000    0.030    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/multiprocessing/synchronize.py:50(__init__)
     3760    0.024    0.000    0.030    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/emitter.py:626(analyze_scalar)
    77600    0.029    0.000    0.029    0.000 {method 'is_conj' of 'torch._C.TensorBase' objects}
      4/1    0.000    0.000    0.029    0.029 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/cuda/__init__.py:284(_lazy_init)
    77600    0.029    0.000    0.029    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
    77600    0.029    0.000    0.029    0.000 {method 'stride' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.029    0.029 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/expr.py:1(<module>)
        1    0.000    0.000    0.028    0.028 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/cuda/__init__.py:178(_check_capability)
     3354    0.003    0.000    0.028    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/scanner.py:113(check_token)
        6    0.000    0.000    0.028    0.005 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/cuda/__init__.py:834(device_count)
        6    0.000    0.000    0.028    0.005 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/cuda/__init__.py:778(_device_count_nvml)
        6    0.027    0.004    0.028    0.005 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/cuda/__init__.py:647(_raw_device_count_nvml)
     3200    0.007    0.000    0.028    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/queue.py:121(put)
      824    0.001    0.000    0.027    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
      507    0.000    0.000    0.027    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/inspect.py:3103(signature)
  888/533    0.003    0.000    0.027    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/inspect.py:2218(_signature_from_callable)
